AC,AF,AR,AS,AY,A_Goal_Dif,A_Shots_Faced,A_Shots_Total,Average_away_points,Average_home_points,Away_points,Away_points_elo,FTAG,FTHG,FTR,HC,HF,HR,HS,HY,H_Goal_Dif,H_Shots_Faced,H_Shots_Total,Home_points,Home_points_elo,Season,away_streak_away_team,away_streak_home_team,home_streak_away_team,home_streak_home_team,FTR_H_score,FTR_A_score,FTR_D_score
8,11,0,9,3,7,0.37079602619960295,0.6406966811896764,1.4,1.64,35,1075.9262776700443,2,0,A,9,11,0,17,4,9,0.6658886685680272,0.3131053827687092,41,1098.3427267475345,2019-2020,0.5333333333333333,0.6888888888888889,0.6,0.4888888888888889,0.41538509726524353,0.1555093377828598,0.42910555005073547
3,9,0,2,3,-1,1.0208333333333333,4.125,1.0,1.4,5,990.9381771380471,2,0,A,12,9,0,16,1,-2,3.3222222222222224,3.9333333333333336,7,1028.9431909550312,2019-2020,0.3333333333333333,0.16666666666666666,0.5,1.0,0.56323659420013428,0.19616004824638367,0.24060332775115967
12,12,0,9,4,2,1.1946593915343915,1.7519345238095239,1.875,1.125,15,1113.4481842570758,0,1,H,7,10,0,8,4,0,1.0397238756613758,1.357514880952381,9,998.1129303908492,2019-2020,0.5,0.4666666666666667,0.8,0.4,0.22871235013008118,0.55108809471130371,0.22019952535629272
8,12,0,20,2,-1,1.4859157093113566,0.8028199303589929,1.2307692307692308,1.3076923076923077,16,1008.8630714122841,2,3,H,4,10,0,15,0,2,1.1618484315737538,1.2658780420325557,17,1078.7519727272656,2019-2020,0.3111111111111111,0.1111111111111111,0.6222222222222222,0.5333333333333333,0.64072692394256592,0.14662805199623108,0.21264499425888062
5,9,0,9,4,0,0.39266746689979654,0.4240192055951177,1.434782608695652,2.217391304347826,33,1025.3449858729716,1,2,H,9,6,0,17,0,25,0.735477950837681,0.6514708201043434,51,1159.4593330352811,2018-2019,0.4,0.6666666666666666,0.3333333333333333,0.8,0.8249741792678833,0.038665108382701874,0.13636068999767303
5,7,0,7,0,-6,0.3890052156206508,0.780104312413017,1.368421052631579,1.6842105263157894,26,1016.7203127235783,1,4,H,4,10,1,11,2,6,0.594653381751215,0.8930676350243005,32,1117.5065032092812,2018-2019,0.3333333333333333,0.4666666666666667,0.26666666666666666,0.6888888888888889,0.66607797145843506,0.10422645509243011,0.22969555854797363
4,10,0,24,2,13,2.6652234898589064,2.6522348985890654,2.3333333333333335,0.8888888888888888,21,1153.7292317574756,4,0,A,4,14,0,7,4,-7,0.7649553571428571,0.6495535714285715,8,997.2272375485799,2018-2019,0.8666666666666667,0.24444444444444444,0.8666666666666667,0.23333333333333334,0.17419083416461945,0.68163520097732544,0.14417393505573273
16,7,0,25,1,11,6.433333333333333,7.166666666666666,2.5,0.75,10,1196.2109889836775,2,3,H,3,8,0,7,3,-4,2.125,3.625,3,962.0583737385463,2019-2020,1.0,0.0,0.5555555555555556,0.6666666666666666,0.12977556884288788,0.73051923513412476,0.13970513641834259
1,12,0,6,1,1,0.6477664479617604,1.7731973755411254,1.8181818181818181,2.6363636363636362,20,1126.1793714927974,1,3,H,5,12,0,17,1,29,1.5650113506927743,1.7801362083132917,29,1221.6666356169083,2018-2019,0.7111111111111111,0.7333333333333333,0.6,1.0,0.71455687284469604,0.12363439053297043,0.16180877387523651
3,12,0,7,2,-20,0.2200109587791414,0.26036163971166604,0.875,1.6875,28,970.5952709212867,0,3,H,5,9,0,21,0,13,0.6529403056144085,0.5470300852754786,54,1102.0042500361533,2019-2020,0.08888888888888889,0.28888888888888886,0.35555555555555557,0.5111111111111111,0.85277289152145386,0.04472152516245842,0.10250560194253922
